File Name,Hash MD5,Hash SHA1,Directory Found,File Type,First 50-bytes of the Magic Numbers
File018,5bd7a1b4904acc6280e2c1924a627860,2881a4e443a0aab7839bdf5647e9438afbe8bf24,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 35 0A 25 F6 E4 FC DF 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 54 79 70 65 20 2F 43 61 74 61 6C 6F 67 0A 2F 50 61 67 65 73 20 32 20
File022,dc76bac39b0b05024c5dc4e167430170,994bddfd345637ae2abcdd587fe884ccee627104,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 37 0A 25 F6 E4 FC DF 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 50 61 67 65 73 20 32 20 30 20 52 0A 2F 54 79 70 65 20 2F 43 61 74 61
File066,597122e0437a3753b00487694f30de80,a99f8441c9dc40ce170c0b7e129caff0ee4206ea,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 37 0A 25 E2 E3 CF D3 0A 36 20 30 20 6F 62 6A 0A 3C 3C 2F 46 69 6C 74 65 72 2F 46 6C 61 74 65 44 65 63 6F 64 65 2F 4C 65 6E 67 74
File084,0003f23eb36cf0145bb82e108295b143,c514b8f17c465ef3d259d44ba6af4295b568f802,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 33 0A 25 E2 E3 CF D3 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 54 79 70 65 20 2F 50 61 67 65 73 0A 2F 43 6F 75 6E 74 20 33 33 0A 2F
File103,1f6d1bba0572b67079ce8b19f66377f4,310d4f9892781915a9b1a06be70a145e13089b8a,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 34 0A 25 F6 E4 FC DF 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 54 79 70 65 20 2F 43 61 74 61 6C 6F 67 0A 2F 56 65 72 73 69 6F 6E 20
File114,9b702a3a329410a22d2877816ece84c5,83e2b181ad279115050e23bce261ddd082f1b650,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 33 0A 25 E2 E3 CF D3 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 54 79 70 65 20 2F 50 61 67 65 73 0A 2F 43 6F 75 6E 74 20 32 30 0A 2F
File123,bd0ea60d14eea5566361109dc08af4ae,e84d7eedce3c34193739ab5f41af545a56467971,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 35 0D 0A 25 B5 B5 B5 B5 0D 0A 31 20 30 20 6F 62 6A 0D 0A 3C 3C 2F 54 79 70 65 2F 43 61 74 61 6C 6F 67 2F 50 61 67 65 73 20 32 20
File129,321ae2c8ccc6a16073c16910ec598891,c0ec1fdf59c40d422a2fc1d63bc7fb23c845db7a,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 33 0A 25 E2 E3 CF D3 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 54 79 70 65 20 2F 50 61 67 65 73 0A 2F 43 6F 75 6E 74 20 31 39 0A 2F
File132,d0787c3ca7aab644472e1a015c23597c,7c0efa4720977994df80da127d1f3fd7f278d197,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 36 0D 25 E2 E3 CF D3 0D 0A 34 33 31 20 30 20 6F 62 6A 0D 3C 3C 2F 4C 69 6E 65 61 72 69 7A 65 64 20 31 2F 4C 20 35 38 38 31 35 32
File135,14ca718fd2c6718e4a31472da950627a,363e3fb566ee15d4f4a5c35ceefbd5d1a5343f03,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 37 0D 25 E2 E3 CF D3 0D 0A 31 20 30 20 6F 62 6A 0A 3C 3C 2F 41 63 72 6F 46 6F 72 6D 20 35 20 30 20 52 2F 4C 61 6E 67 28 65 6E 29
File138,302b502d4e62ce9364d06014e544c095,418baca3e862279dd832d4489d6a82d8665168ba,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 37 0A 25 E2 E3 CF D3 0A 31 20 30 20 6F 62 6A 0A 3C 3C 2F 43 6F 6C 6F 72 53 70 61 63 65 2F 44 65 76 69 63 65 47 72 61 79 2F 53 75
File156,8e984f349c1855d2ac331a822f548ddd,a8a0da335bc884d7c7314719036f326c92233995,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 37 0A 25 F6 E4 FC DF 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 54 79 70 65 20 2F 43 61 74 61 6C 6F 67 0A 2F 50 61 67 65 73 20 32 20
File182,adc7a2cddbfa9080df9a9bce33153410,7774fd6a224c351c149d5db71d5c40fcfa762bf1,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 34 0D 25 E2 E3 CF D3 0D 0A 31 32 31 33 20 30 20 6F 62 6A 0D 3C 3C 2F 4C 69 6E 65 61 72 69 7A 65 64 20 31 2F 4C 20 34 39 30 38 36
File199,fd3900a6c106515c2db20b09720c7b3d,cf4cfbf3c7f8db99bedb4b58242b5a93f2e24408,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 37 0D 0A 25 B5 B5 B5 B5 0D 0A 31 20 30 20 6F 62 6A 0D 0A 3C 3C 2F 54 79 70 65 2F 43 61 74 61 6C 6F 67 2F 50 61 67 65 73 20 32 20
File209,76909cea13b5097b22a7faa800652758,fc407e7e35ab2470cc9228bacc41394a169a6fd5,E:\Users\dchoi\Documents\File,PDF,25 50 44 46 2D 31 2E 33 0A 25 E2 E3 CF D3 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 54 79 70 65 20 2F 50 61 67 65 73 0A 2F 43 6F 75 6E 74 20 31 34 0A 2F
File008,75c7e160e5e35d778df5907c2c94dbd0,8a8b3c46ff4cb34085de75c055c43f3cc043cc1c,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 4C 45 4E 5A 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 79 9C 6D D9 75
File009,dcff3b11da469dab3029d65b9a9a026d,08c81c41b9bba9ec78f908a770a2144ddca93ab3,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 59 93 24 39 92
File019,9d5089314e21bb5001c52cb6228d9e0a,ac7b220cbe0494f89ce685d7cbed849f2f992b73,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 79 B0 25 D7 79
File036,a272e6b746211b62152db107c265ec14,9720f66f73dcbe0ab836b55ed8e8ca6ff343744a,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 69 B0 65 59 76
File041,6f821e51b6c6f33e1768187ddd1fba46,9d978cfbbe2db83aa8c852ec6955ddbf1969e504,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD E9 92 24 4B 92
File059,ebc5f89869f7306fe420ca02a9677f9f,d8096c532ab21c705c08de6304672f2a0e6def72,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD E9 B3 6D 49 76
File068,4f81b658e6cc40fbf7c4664e14b24a29,6dc6d6c0568f695a24a42fcedfcb2409aa550654,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 59 AF 24 4B 92
File069,314de58ba4408e243fc5e7f691014c26,96deb65cd007cbcf829b7ff81e5629b03cd87907,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B
File070,4effb217ca55d93bb55192693ef0ee9c,72acaa872934217c3fc370c361a21e22853c6565,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 49 B3 65 4B 76
File072,5956a153b3144e3256047ab8eead83e5,463c9c107e470c360e75f5e7e569bd6c3a4ae9e1,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 69 97 25 C9 71
File098,e23a82888ff953e592c9935f447348e7,78146598cdd205e741b122cf067352b1d7ec9cb7,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 69 AC 6D DB 75
File105,2e8f9dd9eacb56032b79a06250e949a6,1f7d9c86df7456e49ea0bc11e8a6a86c4c07923c,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD F9 93 24 5B 76
File108,2083b7845475c50f4d3d0ce43abddf47,90f76c4eefb5140ed52e3cb09aa9dafe54e90501,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD E9 B2 2C 49 92
File125,b4eb8e22a873e2bff9a2c056c20da979,e182a3a956d31cf17eae094508ecda51bdf0f9b3,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 67 B4 65 C9 75
File126,eff3a759ab08c2c95fdba8c3cde7c1f8,2515298c9ac3310c0edada1f005041b1dacc8750,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 77 B0 25 C9 79
File136,31bbd83292460bdfb30a7bd9ff9aaf4b,369cc313e0ff83e79e030eb69673e2287386f3d8,E:\Users\dchoi\Documents\File,PNG,00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 5B B3 24 49 92 1E 88 7D AA 66 EE 1E 71
File143,cef114c5875ba465fbdcb7dc7b297a42,b0e30d82001184e7373b2576fc229609046f104f,E:\Users\dchoi\Documents\File,PNG,FF D8 FF 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 59 93 24 49 92 26 88 7D CC 22
File184,edf9fd64840aca234a2cf40acd08026d,6faea83b19c6cbd392abe6df9c6fc0d10570d67b,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD F9 8F 24 5B 96
File190,2ebe5a3b54f71e08d247aaacd9536fc7,aef536ba6dd1c9f499815a869340642f8a1a7d2a,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD E9 B3 6D C7 75
File200,cb98f5f2982feefd5e6d9fca98bb7e39,c5c554b41d7005dafdbfc89c4f4b776331cabc48,E:\Users\dchoi\Documents\File,PNG,4D 5A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 59 B3 64 49 92 1E 88 7D AA 6A 76
File218,bb84661af617931ba5b294a8737c421d,76a256f4ddd4584f562af45a06ba9952434d1671,E:\Users\dchoi\Documents\File,PNG,89 50 4E 47 0D 0A 1A 0A 00 00 00 0D 49 48 44 52 00 00 03 88 00 00 04 EC 08 06 00 00 00 C2 72 AC 0C 00 01 00 00 49 44 41 54 78 9C EC FD 69 B0 6D C9 75
7a6910cf1ebd7ada980e693505bdd0cf0599db763360b2153a002d8b35e50ca3,5d77d177fd22f461a691c3e024c5141b,c69f240e5a0656921073ed87755b0e2ad308d826,E:\Users\dchoi\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 01 00 48 00 48 00 00 FF E1 00 DA 45 78 69 66 00 00 4D 4D 00 2A 00 00 00 08 00 07 01 12 00 03 00 00 00 01 00 01
d6133bc6a124da705e96d9a780816e9057e9bc847cb20e1d479dd349f2600ff8,c74fe21914a566f0c05ed1950b0768a4,3a5d02442c35233edd668631aad71693c69b63a0,E:\Users\dchoi\AppData\Local\Packages\Microsoft.Windows.ContentDeliveryManager_cw5n1h2txyewy\LocalState\Assets,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 01 00 00 00 00 00 00 FF DB 00 43 00 04 02 03 03 03 02 04 03 03 03 04 04 04 04 05 09 06 05 05 05 05 0B 08 08 06
File045,6d8f6f9f0df51f804f0d9e706373d881,1a4ac39badd635bb1a9e764a70e72fa901b3c98d,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E1 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File052,a978b63e14d67b4d8a9625655adb3838,2aebfa2cce4c9a5498dc9541bee9cb27cce887ab,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File053,b7bbbb113e2913b4d54d17b47ec11308,e7840553b64fad9bab39e0c5a138e21a18d313ee,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File073,614cf260d4d13d5ffb6f947cc806d671,8082d965f637e78065d417dcf7c42915e7cbb988,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File078,2431f8e75577a0e57896d66782cb9890,11df096f561dcf067384125730ea9c354217abef,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File089,905363c4abd5f39bc6f98ff3e25b0281,3eea1966f23ac6499d0cb9a013a1d14fa1919fca,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File090,3e736f0149faed08b112e43245750aa8,20c0b1492e950b392bf8088f673a5bb9072983cc,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File097,d9b96769f85876192c5efcfa556ab7f4,fe10fede7cc3507280bc6913686a0488224abf47,E:\Users\dchoi\Documents\File,JPEG,FF D9 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File107,62b5f962ab419a0e7d39693a47f6f8cf,85f3663b76b7a5cf7a6a7509c92bfbffc574a15f,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File113,8019c9631f622de19c81a3e19df8b4ed,eb7d1a333bc894fb8c1a9afa2f70768246f9fa0c,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File124,d2183bc6bc61647833e480df21079df5,eeb2d7a4366130e5523204e5e85832c7a0b2d5be,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File127,07167ed9288a6fb574bbb0ad229bf1b0,ce30a350e536ad0ae9af5f625a0213d6fbdd8e6b,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File133,89e432c568ecd36d5136ce58c923eb9a,0d7e846937431043925526e882e17ca758adb83d,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File140,f83e3fd9b34363578c2128dc3eac6f01,64d091ad38f3289dcdaac720635577f1fabbcea6,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File152,d647f67138863d8bf85b246774392709,c5eec9ec4683f0eafa40897a37d7d88b52fc21a6,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File163,0691b1534a7b7dfa1f311471d386d105,68623a4e28d08d0de4e03b9089981c77563d58ba,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File205,eae001e9a70c97bb5a2e6f17849c1d12,72cc668b05bac25159ee0198ce375b4358ab375c,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File214,3938baaa0bb6e35e2420178db164cb3d,03ad96e61cf716ff65919902d92c5cff197eee2f,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 4A 46 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File219,e87decf883153221f84d73f70bb2f53b,043296334c60c14c8be4fce8b1a4bb962847581a,E:\Users\dchoi\Documents\File,JPEG,FF D8 FF E0 00 10 45 58 49 46 00 01 01 00 00 01 00 01 00 00 FF DB 00 43 00 08 06 06 07 06 05 08 07 07 07 09 09 08 0A 0C 14 0D 0C 0B 0B 0C 19 12 13 0F
File006,17bbcf874c7ef4315dc7114f020c46e6,7133fe4d816c890e44c4c78b58a6c8681ac874b0,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 0A 00 00 00 00 00 00 00 21 00 FF FF FF FF 11 02 00 00 11 02 00 00 10 00 00 00 5B 74 72 61 73 68 5D 2F 30 30 30 30 2E 64 61 74 FF FF FF FF
File007,9184f89abe4a76d7a312312396473c2c,44e9c9a846f09707c247e4d4d4a3087c8574b4f1,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 14 00 06 00 08 00 00 00 21 00 D4 A2 46 3F D9 01 00 00 EC 09 00 00 13 00 D3 01 5B 43 6F 6E 74 65 6E 74 5F 54 79 70 65 73 5D 2E 78 6D 6C 20
File010,df23a5f65a651a5368a1f4c68b4537fc,fa74b7d0e1cec72539108a3cd9fc2bac6a7210e3,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 14 00 06 00 08 00 00 00 21 00 3C F3 21 F4 57 02 00 00 9F 16 00 00 13 00 C0 01 5B 43 6F 6E 74 65 6E 74 5F 54 79 70 65 73 5D 2E 78 6D 6C 20
File011,aa4fe812dc7a13e684d33bb70f3e4265,69c37b69b78a41efd19eea6d67b4b9b3eea1aa38,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 0A 00 00 00 00 00 00 00 21 00 FF FF FF FF 0F 02 00 00 0F 02 00 00 10 00 00 00 5B 74 72 61 73 68 5D 2F 30 30 30 30 2E 64 61 74 FF FF FF FF
File012,cd7a8a6e473ca1693ae557da91650b8b,94158316e899691b587a346e5a5e5df2d6fcf437,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 14 00 06 00 08 00 00 00 21 00 04 E8 63 06 F7 01 00 00 9B 0A 00 00 13 00 08 02 5B 43 6F 6E 74 65 6E 74 5F 54 79 70 65 73 5D 2E 78 6D 6C 20
File014,79c0374c3dc8abfddac0c302d0330529,9ba252ab7303b9dbd6df8aab350e88da7f43fc1d,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 14 00 06 00 08 00 00 00 21 00 E4 A7 B0 6F EB 01 00 00 35 0D 00 00 13 00 08 02 5B 43 6F 6E 74 65 6E 74 5F 54 79 70 65 73 5D 2E 78 6D 6C 20
File017,c374b2cac48b3b80144865fa7f181c2e,421b51dc3fd04041d3bac7434174e80f708b056d,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 0A 00 00 00 00 00 00 00 21 00 FF FF FF FF 0D 02 00 00 0D 02 00 00 10 00 00 00 5B 74 72 61 73 68 5D 2F 30 30 30 30 2E 64 61 74 FF FF FF FF
File030,da3fc8e4d769d1655552f9c000312c67,d4e97f94ed56361255d38a8559758e98b36324fb,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 0A 00 00 00 00 00 00 00 21 00 FF FF FF FF 64 02 00 00 64 02 00 00 10 00 00 00 5B 74 72 61 73 68 5D 2F 30 30 30 30 2E 64 61 74 FF FF FF FF
File031,18ae60e913174c448c66c4bb674936e7,10d5a709306eb512560ddbe30e601a9e9008cf9e,E:\Users\dchoi\Documents\File,ZIP,50 4B 03 04 14 00 06 00 08 00 00 00 21 00 98 84 F0 A8 EB 01 00 00 22 0A 00 00 13 00 CA 01 5B 43 6F 6E 74 65 6E 74 5F 54 79 70 65 73 5D 2E 78 6D 6C 20
