File Name,Hash MD5,Hash SHA1,Directory Found,File Type,First 50-bytes of the Magic Numbers
File141,ac1b94145d5bf11f34eba1137d8b39e2,c33584ab2f523cbb8556599ccbefc67129602668,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File146,290a44f94f15d6ae35915320294947f6,dbba2d945d3a10d313896d32d90af9278559bba6,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File148,ef063d467563865aa7a97b4dae9924ce,c87af5eee0cfaf88c5176d1ba7591bee24a32673,E:\Users\dchoi\Documents\File,EXE,FF FB 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File155,774faa35314ccf72d1b9d841b4532b03,ef57d337b2480bf4981091d9ec3072494f3c76f1,E:\Users\dchoi\Documents\File,EXE,4D 5A 50 00 02 00 00 00 04 00 0F 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 1A 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File159,2fb6c16c0f1c39d9ec32dbb311990b9c,dd56bde584ef1c333304c30f2cfa7311f576139a,E:\Users\dchoi\Documents\File,EXE,4D 5A 8B 00 03 00 00 00 20 00 00 00 FF FF 07 00 00 01 65 40 00 00 00 00 40 00 00 00 01 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File160,5b88c51ea10f9db362369f3d71bea569,bee2ed1bea54e7d00b1bd0d44d817406d74a2af3,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File164,f3dec47bdc290fb01d5d908775321ea7,f0eefa4f62179cf8ed63de2d287512089e95a9be,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File166,1af712a59ab34e0c131b40018d31c0f2,2c8951f8b0528ea9db00688cd76e14383ed0ed21,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File173,3c555bd977fd395f0e3e0b3758071d52,06849f3bfb38b3b4aa5e2a0c0ac88734478bb9f7,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File176,6d8a087c87e8c522ae0b7948357ee226,3001282ecd140d7120b94da8defcb02dbb26a8b0,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File177,894e538fbd29d9af2dac82abbb798aa8,3c28b3063ce80b3fd61e0afc6934e3180f5bef12,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File180,6a9a905f16f64919e6892a2e8d37a5b7,faef2d937021c3ca367f275f0128b5ebaf50dbd8,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File192,eb0293aa9d3cd061798d7fe931dc5fa6,78642c9626ac9ca7e1812f397923b81a0adfabf2,E:\Users\dchoi\Documents\File,EXE,90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File201,4e9a6f255bff5ab93b6a7a51ebf62e99,f4baeceff5c949c66a85edcbf3ac40a774e3b887,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File202,2497589c198a5c7d7c48f56bd5c2a083,f69b900367fa62e24947333fad2e4d8094002990,E:\Users\dchoi\Documents\File,EXE,42 00 02 00 00 00 20 00 00 00 FF FF 05 00 00 01 00 00 00 00 00 00 40 00 00 00 01 00 FB 71 6A 72 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File207,8c5c9499e5bf2515b46ad201e8340748,df382e06b0b50420b6d63240efe0681998fa8dfb,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File213,2a951f81a38691f52fb9985513e46946,c79bf016e59f5a63697184e470304af54d1689da,E:\Users\dchoi\Documents\File,EXE,4D 5A 90 00 03 00 00 00 04 00 00 00 FF FF 00 00 B8 00 00 00 00 00 00 00 40 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00
File102,63acfbba8e6e6dfba235018deaad7ab6,6bb6cc99155a64d8a0210ffeb2d455c4f67b32fa,E:\Users\dchoi\Documents\File,RIFF,52 49 46 46 57 41 56 45 2D 31 2E 36 0D 25 E2 E3 CF D3 0D 0A 35 39 20 30 20 6F 62 6A 20 3C 3C 2F 4C 69 6E 65 61 72 69 7A 65 64 20 31 2F 4C 20 31 39 36
File109,a8db5b9ff83ebe7e87a3971576158977,3ece35df69d47b45cf2f3d6cf825def15af9f531,E:\Users\dchoi\Documents\File,RIFF,52 49 46 46 57 41 56 45 2D 31 2E 33 0A 25 E2 E3 CF D3 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 54 79 70 65 20 2F 50 61 67 65 73 0A 2F 43 6F 75 6E 74 20
File002,e2142a946eca0ac74dd03fa1d9c67bd2,199a95428a251a9ffddfa209706016766b48087b,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 5A 6F 6F 6D 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E 0A 09 54 68 69 73 20
File013,2d9a7072177dd37a9fbacbdaf12b8b35,53b44947beaece17dc8d6c48ad2c8e5799a5ecb7,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 50 72 69 6E 74 73 20 74 68 65 20 4D 44 35 20 63 68 65 63 6B 73 75 6D 20 6F 66 20 61 20 66 69 6C 65
File039,8f179f9b48d6c13fa96e801c31c5120b,97a36bda7a3707c371a61ca1be5babd819f22dfc,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 44 69 73 63 6F 72 64 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E 0A 09 54 68
File048,e117cf3498fa380b6c06de68232ee65a,f6745cee730e1665db5932e0ab51d53a885a5ea8,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 50 72 69 6E 74 73 20 74 68 65 20 53 48 41 31 20 68 61 73 68 20 6F 66 20 61 20 66 69 6C 65 0A 2E 44
File049,428232826229b4484bd2a9de0091b60e,1819ba9f99f764843716e04ed1d150fbe9efa16d,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 62 61 73 69 63 20 61 70 70 73 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E 0A
File054,2c6444207e051dbb8f9f8ceb8f05bd06,7df60f39ece494a400b4afb33484d4652cd16003,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 47 69 74 20 66 6F 72 20 57 69 6E 64 6F 77 73 0A 2E 44 45 53 43 52 49 50
File057,7e40596c2d0399b64cc871ff4158ae57,f440d75b7b3c54939699edb42c48fed43ed131b1,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 45 6E 61 62 6C 65 73 20 74 68 65 20 67 6F 64 20 6D 6F 64 65 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E
File077,f5fa09dace753bebba5b6075f127dc26,6b628dfe25adc892b188fbf79dd627b55f0474cd,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 43 68 72 6F 6D 65 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E 0A 09 54 68 69
File119,fdea5ae8a8ede952bc58bdb26b47d57a,8960ef02e567df940ebd6bd1f46c06a3565fbcf9,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 54 77 69 74 74 65 72 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E 0A 09 54 68
File120,0f3ee7c9eb9340ae44a93bfcd27523ba,6d9e489b5b0f096484935299db389aa2fc42332c,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 54 68 75 6E 64 65 72 62 69 72 64 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E
File158,5eba08d45abbd9fdbf82cc748a2b9774,1e768d7f6c7229c0db5e17f636f203ee2e084f72,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 53 70 6F 74 69 66 79 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E 0A 09 54 68
File165,1d786070021811ce3d962a420d868155,6e09b863e9d2f5d7bdff1e2b2bd4e4afef7876dc,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0D 0A 2E 53 59 4E 4F 50 53 49 53 0D 0A 20 20 20 20 20 20 20 20 49 6E 73 74 61 6C 6C 73 20 43 68 6F 63 6F 6C 61 74 65 79 20 28 6E 65 65
File169,d44a541590b9d5973136d0e595da9ae2,35c5bf4c4b20ff967dc35d6dd1ed79037f3189b8,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 50 72 69 6E 74 73 20 74 68 65 20 53 48 41 35 31 32 20 68 61 73 68 20 6F 66 20 61 20 66 69 6C 65 0A
File175,ec7522bc9873d8fb52d2dba4f19161ea,989ae95e6645c4f35a6326c1e69973954b2d75c8,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 56 4C 43 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E 0A 09 54 68 69 73 20 50
File178,955ddefc4f016045fb167016e499dd15,ecf760f19d07c912466db0f04b5bebb91cb07a22,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 4E 65 74 66 6C 69 78 0A 2E 44 45 53 43 52 49 50 54 49 4F 4E 0A 09 54 68
File203,80d158a5fce462fb2d54c71adc8e0da6,f0957d0ec699d079d4ad5adc73525925ce7ff829,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 50 72 69 6E 74 73 20 74 68 65 20 53 48 41 32 35 36 20 68 61 73 68 20 6F 66 20 61 20 66 69 6C 65 0A
File204,d601a536054abe2a84612a08b5b749f5,902f98265eb67fcd8d7da5eb0b8198071d887c85,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 4F 42 53 20 53 74 75 64 69 6F 20 28 6E 65 65 64 73 20 61 64 6D 69 6E 20
File215,ebc84c0bae4a06d2db24c264d52dbb1f,d9c43a3c4df555360bf5e0eace9d2c04a5df74fd,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 56 69 73 75 61 6C 20 53 74 75 64 69 6F 20 43 6F 64 65 0A 2E 44 45 53 43
File216,825341f997632ff776e477883fe6493c,e9bfe5ea0889af5ed63d66a63b7b5b0861212ebb,E:\Users\dchoi\Documents\File,PS_UTF8,EF BB BF 3C 23 0A 2E 53 59 4E 4F 50 53 49 53 0A 09 49 6E 73 74 61 6C 6C 73 20 47 69 74 20 45 78 74 65 6E 73 69 6F 6E 73 0A 2E 44 45 53 43 52 49 50 54
File004,6d30132c09d8e7feb13cd0fc951b8c67,a2e190b5a8609eb9f75095806f73d00add3e20e7,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 6C 69 6E 65 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 35 20 2B 20 31 0D 0A 66 6F 72 20 2F 66 20 22
File015,e4507f2ec05eb69d935540e5b4d7ec5e,6079a4fc71df42383ada4142dffd97be27c483ea,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 63 6F 75 6E 74 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 32 30 20 2B 20 31 0D 0A 65 63 68 6F 20 47
File016,e71bb959c29c164e77ae88bca85852d2,f29968c8621ec698f98f555172a0b0a2fadbcb53,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 68 65 78 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 32 35 35 0D 0A 73 65 74 20 2F 61 20 68 65 78 32
File028,3d809cda8a3b43c52a692d24e21af70b,0b4c9a6830f3d0b511fbb5af8cc492bde2715f4d,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 64 69 65 31 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 36 20 2B 20 31 0D 0A 73 65 74 20 2F 61 20 64
File029,67571555f67b3a0b1cfb5b7efb8fa446,62c8a155d9a89b9442a85588bac0138b226500f2,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 66 6F 72 20 2F 66 20 22 74 6F 6B 65 6E 73 3D 31 2D 34 20 64 65 6C 69 6D 73 3D 2F 20 22 20 25 25 61 20 69 6E 20 28 22
File034,98c35c46893f75f22975e6c1ab6131e0,f255dac4e27bb6793a05f093452b3c411a076f07,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 6E 75 6D 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 31 30 30 30 30 0D 0A 65 63 68 6F 20 59 6F 75 72
File040,9ed8f42ccba544d90543e5f82e255fac,b8c466614bb3ec0e42d6c56c601dda2b44fc7107,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 69 6E 70 75 74 3D 68 65 6C 6C 6F 0D 0A 73 65 74 20 72 65 76 65 72 73 65 64 3D 0D 0A 66 6F 72 20 2F 6C 20
File044,58e6cf4d000a0330e09c022cf94f9be7,8318fd3c54c48db49737abadab240afb2c7fa7e3,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 6C 6F 63 61 6C 20 65 6E 61 62 6C 65 64 65 6C 61 79 65 64 65 78 70 61 6E 73 69 6F 6E 0D 0A 73 65 74 20 77 6F
File050,c9ee034bbc5f70cc0246bde27c1be76f,600cc227ee8d10820ed06a214b58ea151c213371,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 63 6F 6C 6F 72 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 31 36 0D 0A 63 6F 6C 6F 72 20 25 63 6F 6C
File061,0a9bbaa0e74a6e389c73c1a18d9897ac,c4b960d9a12c103dcf41b68eedc34c1fb59e1c37,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 64 65 6C 61 79 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 35 20 2B 20 31 0D 0A 74 69 6D 65 6F 75 74
File082,559dd7a83d0d7688e334978e75d45beb,9fa22c8cb4ee7c89f6787dc7c131758bf524e13f,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 70 61 74 68 73 3D 43 3A 5C 57 69 6E 64 6F 77 73 5C 20 43 3A 5C 55 73 65 72 73 5C 20 43 3A 5C 50 72 6F 67
File083,d324ff068ad2ee0ce710cfe951697116,5355854158f0f85378e0e61a6176f12e805af563,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 6E 75 6D 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 32 36 20 2B 20 36 35 0D 0A 66 6F 72 20 2F 66 20
File088,822123f73ba273c1a622f5d5cf32633b,3e089d46050c8b97e53a7892ff27fce5577062e9,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 66 6F 72 20 2F 6C 20 25 25 69 20 69 6E 20 28 31 2C 31 2C 33 32 29 20 64 6F 20 28 0D 0A 20 20 20 20 73 65 74 20 2F 61
File112,c75dbb43150fd2ce4732c77ef9997def,82c0591ef8737c0e3a74a0b98e4ba4f9996f1189,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 65 63 68 6F 20 52 61 6E 64 6F 6D 20 53 74 72 69 6E 67 3A 20 25 72 61 6E 64 6F 6D 25 0D 0A
File128,c79e9121e51d9373a410b53ae8a3d964,52bf71c606ab98d918cda1fae17ecbdaf58fe34d,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 63 6F 64 65 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 32 35 35 0D 0A 65 63 68 6F 20 45 78 69 74 69
File139,0618ec59c2401e95bc66f5f48bb46bdc,de10d7b09c2b49ae3b8beda9ee949f1cf084a519,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 73 65 6E 74 65 6E 63 65 73 3D 48 65 6C 6C 6F 7C 48 6F 77 20 61 72 65 20 79 6F 75 3F 7C 4E 69 63 65 20 77
File147,a4da80722c9b88f6fd9261637af70098,15d07a19e6cdfeca5bec0472779a3a4258e759e2,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 6D 65 73 73 61 67 65 3D 4C 6F 61 64 69 6E 67 20 72 61 6E 64 6F 6D 20 74 65 78 74 2E 2E 2E 0D 0A 66 6F 72
File174,a8dfc4d3598873ff3fd86e28be66108f,474981497504ac58781039c01b9d3b32b18ed191,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 2F 61 20 61 3D 25 72 61 6E 64 6F 6D 25 20 25 25 20 31 30 30 0D 0A 73 65 74 20 2F 61 20 62 3D 25 72 61 6E
File212,4a08c4bd4d73b050f07c51d9d7192e57,df37ae666a00d846792533782a95b28b66d1320a,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 61 64 76 69 63 65 3D 53 74 61 79 20 70 6F 73 69 74 69 76 65 2E 7C 54 61 6B 65 20 62 72 65 61 6B 73 2E 7C
File220,db631805541e0958fd9e6e3616a42c98,28b9d9f7b21ca28bf2b7e01f1da1f5a2080fe674,E:\Users\dchoi\Documents\File,BAT,40 65 63 68 6F 20 6F 66 66 0D 0A 73 65 74 20 77 6F 72 64 3D 68 65 6C 6C 6F 0D 0A 73 65 74 20 73 63 72 61 6D 62 6C 65 64 3D 0D 0A 66 6F 72 20 2F 6C 20
File038,ee65f859755a2a7aae846761cccad234,9cac09cf3f08cdfa6042d1bc8ef45cdbb1ad7f8e,E:\Users\dchoi\Documents\File,ISO,43 44 30 30 31 2E 36 0A 25 F6 E4 FC DF 0A 31 20 30 20 6F 62 6A 0A 3C 3C 0A 2F 4D 65 74 61 64 61 74 61 20 32 20 30 20 52 0A 2F 4C 61 6E 67 20 28 65 6E
File003,821094b7f221d9b915bbc55bc9530a1c,2368cdb34d96a5c5c38884ed8d125ca9832107fd,E:\Users\dchoi\Documents\File,TXT,43 6F 70 79 72 69 67 68 74 20 28 63 29 20 5B 79 65 61 72 5D 20 5B 66 75 6C 6C 6E 61 6D 65 5D 0D 0A 0D 0A 54 68 65 20 55 6E 69 76 65 72 73 61 6C 20 50
File020,2452330b9f8f2c566f6b7c54d53c711a,2fb25f4805f11d6f21f0d0b06f247ebab6799d59,E:\Users\dchoi\Documents\File,TXT,41 00 74 00 74 00 72 00 69 00 62 00 75 00 74 00 69 00 6F 00 6E 00 20 00 34 00 2E 00 30 00 20 00 49 00 6E 00 74 00 65 00 72 00 6E 00 61 00 74 00 69 00
File021,81936e46314e4a094681aa5a17eb0ed8,231b5648b1bc13c805553b5d644650f9d17422bd,E:\Users\dchoi\Documents\File,TXT,20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 47 4E 55 20 41 46 46 45 52 4F 20 47 45 4E 45 52 41 4C 20 50 55 42 4C 49 43 20 4C 49 43 45
File026,4e5ec44fe5564450f9c1061ad18aeb38,dc447a64136642636d7aa32e50c76e2465801c5f,E:\Users\dchoi\Documents\File,TXT,20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 20 47 4E 55 20 47 45 4E 45 52 41 4C 20 50 55 42 4C 49 43 20 4C 49 43 45 4E 53 45 0D 0A 20 20
File058,18039dade136470d4112c839cc043efe,6cd50628e742766f69ce4dd62c8a351b4eefc8c5,E:\Users\dchoi\Documents\File,TXT,20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00 20 00
File064,ca807e6ce43369833704d96678d19667,f53f88263eb2968f54c43bf34a4905d1c30ee469,E:\Users\dchoi\Documents\File,TXT,5B 4C 6F 63 61 6C 69 7A 65 64 46 69 6C 65 4E 61 6D 65 73 5D 0D 0A 62 69 6F 63 68 65 6D 5F 6D 65 64 2D 32 33 2D 32 2D 31 34 33 2D 33 2E 70 64 66 3D 40
File065,3ba7c71043ab870a87d59a781def60a5,baeb7379a48da8345479b809c9084eb419d38764,E:\Users\dchoi\Documents\File,TXT,49 53 43 20 4C 69 63 65 6E 73 65 0D 0A 0D 0A 43 6F 70 79 72 69 67 68 74 20 28 63 29 20 5B 79 65 61 72 5D 20 5B 66 75 6C 6C 6E 61 6D 65 5D 0D 0A 0D 0A
File086,6130cc3a7797bd20785db9a1e38246bc,c60b117808fc4e70da2fbc77f3a66da0ff9d655c,E:\Users\dchoi\Documents\File,TXT,42 53 44 20 5A 65 72 6F 20 43 6C 61 75 73 65 20 4C 69 63 65 6E 73 65 0D 0A 0D 0A 43 6F 70 79 72 69 67 68 74 20 28 63 29 20 5B 79 65 61 72 5D 20 5B 66
File091,00cf085bfe51c5de71ff776ac8257e34,5b487a6cd44e96db251408822b2f08c833f77152,E:\Users\dchoi\Documents\File,TXT,20 20 20 20 20 20 20 20 20 20 20 20 44 4F 20 57 48 41 54 20 54 48 45 20 46 55 43 4B 20 59 4F 55 20 57 41 4E 54 20 54 4F 20 50 55 42 4C 49 43 20 4C 49
File099,492b46063a1fa97a738da1a411aad4d1,a85e740b01159f63bf255c5feaa89eeb7a917766,E:\Users\dchoi\Documents\File,TXT,0A 22 31 2E 20 49 6E 73 74 61 6C 6C 20 61 6E 64 20 63 6F 6E 66 69 67 75 72 65 20 74 68 65 20 6E 65 63 65 73 73 61 72 79 20 64 65 70 65 6E 64 65 6E 63
File106,fe975f7601a2126ba0431d2e84cb71d8,9b6443c7c129555a34070863f8112406befea355,E:\Users\dchoi\Documents\File,TXT,45 00 63 00 6C 00 69 00 70 00 73 00 65 00 20 00 50 00 75 00 62 00 6C 00 69 00 63 00 20 00 4C 00 69 00 63 00 65 00 6E 00 73 00 65 00 20 00 2D 00 20 00
File110,8b17d3c1a890583d649554e66df1c9e6,8e542857954afc39520828bcdd48bf58cd3f08eb,E:\Users\dchoi\Documents\File,TXT,4D 69 63 72 6F 73 6F 66 74 20 50 75 62 6C 69 63 20 4C 69 63 65 6E 73 65 20 28 4D 73 2D 50 4C 29 0D 0A 0D 0A 54 68 69 73 20 6C 69 63 65 6E 73 65 20 67
File137,81543b22c36f10d20ac9712f8d80ef8d,892b34f7865d90a6f949f50d95e49625a10bc7f0,E:\Users\dchoi\Documents\File,TXT,42 6F 6F 73 74 20 53 6F 66 74 77 61 72 65 20 4C 69 63 65 6E 73 65 20 2D 20 56 65 72 73 69 6F 6E 20 31 2E 30 20 2D 20 41 75 67 75 73 74 20 31 37 74 68
File154,a1c1ccba318f1630f5ffbdca6cdd12b2,926b7d6b492c6f9c315cfbfbec82a7bbcad7d30b,E:\Users\dchoi\Documents\File,TXT,45 00 64 00 75 00 63 00 61 00 74 00 69 00 6F 00 6E 00 61 00 6C 00 20 00 43 00 6F 00 6D 00 6D 00 75 00 6E 00 69 00 74 00 79 00 20 00 4C 00 69 00 63 00
File157,362889c21e1a9f7404c13205ea1b9fde,5c86fc5e9473205eba78ad2f46718d01c588b502,E:\Users\dchoi\Documents\File,TXT,41 63 61 64 65 6D 69 63 20 46 72 65 65 20 4C 69 63 65 6E 73 65 20 28 22 41 46 4C 22 29 20 76 2E 20 33 2E 30 0D 0A 0D 0A 54 68 69 73 20 41 63 61 64 65
File167,dfb1b490080d1aae0067e35550910c4d,d88c7c5224c1139118602158ad1d0217210780b0,E:\Users\dchoi\Documents\File,TXT,54 68 69 73 20 69 73 20 66 72 65 65 20 61 6E 64 20 75 6E 65 6E 63 75 6D 62 65 72 65 64 20 73 6F 66 74 77 61 72 65 20 72 65 6C 65 61 73 65 64 20 69 6E
